orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB1075,soft,dare,2.6,2,,Admit who was the one who got away.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1076,soft,dare,2.6,2,,Tell the most embarrassing thing that’s ever happened to you.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1077,soft,dare,2.6,2,,Smell another player’s armpit.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1078,soft,truth,2.4,1,,What is your opinion on role-playing?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1079,soft,truth,2.4,1,,What’s the dirtiest thought you’ve ever had about a total stranger?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1080,soft,truth,2.4,1,,Have you ever sent a nude selfie?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1081,soft,truth,2.8,2,,Have you ever had a crush on a co-worker?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1082,spicy,truth,7.0,14,,Have you ever subscribed to an adult content provider?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1083,soft,truth,2.8,2,,Have you ever had a crush on a celebrity?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1084,soft,truth,3.5,4,,What’s the strictest dress code you’ve broken for a fantasy?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1085,soft,truth,2.4,1,,What’s your favorite part of your body?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1086,soft,truth,2.8,2,,Have you ever had a crush on a family member?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1087,soft,truth,2.4,1,,Have you ever been caught skinny-dipping?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1088,soft,truth,2.4,1,,Have you ever changed your appearance to attract someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1089,soft,truth,2.4,1,,What’s the most daring text you’ve sent?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1090,soft,truth,2.4,1,,What’s the most people you’ve hooked up with in a group?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1091,soft,truth,2.4,1,,Have you ever fallen for someone just by their looks?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1092,soft,truth,2.4,1,,Have you ever been turned on by someone’s intelligence?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1093,spicy,truth,7.0,14,,Have you ever been to a nude beach or resort?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1094,soft,truth,2.4,1,,Do you enjoy trying new things in the bedroom?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1095,soft,truth,2.4,1,,What's the most risqué text you've received?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1096,soft,truth,2.4,1,,What's the most intimate moment you've shared with a partner?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1097,soft,truth,2.4,1,,Do you enjoy sharing intimate moments with friends?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1098,soft,truth,2.4,1,,What's the most risqué thing you've done to catch someone's eye?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1099,soft,truth,2.4,1,,What's the most daring thing you've done out of curiosity?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1100,soft,truth,2.4,1,,What's the most daring thing you've done at a party?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1101,soft,truth,2.4,1,,What's the most daring thing you've done to satisfy your curiosity?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1102,soft,truth,2.4,1,,Do you have a type?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1103,soft,truth,2.4,1,,What gives you 'the ick'?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1104,soft,truth,2.4,1,,What's your ideal first date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1105,soft,truth,2.4,1,,What's the worst pick up line anyone's ever used on you?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1106,soft,truth,2.4,1,,What's the silliest reason you ever broke up with someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1107,soft,truth,2.4,1,,What's the shortest length of time you've been single for?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1108,soft,truth,2.4,1,,What's the longest you've ever been single?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1109,soft,truth,2.8,2,,Who was the first person (real or fictional) you can remember crushing on?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1110,soft,truth,2.4,1,,What's your best pick up line?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1111,soft,truth,2.4,1,,Have you ever had an unrequited love?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1112,soft,truth,2.4,1,,Would you date someone you work with?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1113,soft,truth,2.4,1,,When's the right time for a couple to get married?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1114,soft,truth,2.4,1,,What was your first impression of me?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1115,soft,truth,2.4,1,,What celebrity do you find most attractive?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1116,soft,truth,2.4,1,,When was the last time someone made you blush?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1117,soft,truth,2.4,1,,Where was the most romantic place you've ever been for a date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1118,soft,truth,2.4,1,,Who's number one on your 'list'?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1119,soft,truth,2.4,1,,Would you lie to your partner to make them feel better?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1120,soft,truth,2.4,1,,Have you ever hooked up with an ex while drunk?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1121,soft,truth,2.4,1,,What's the hottest thing someone has ever said to you?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1122,soft,truth,2.4,1,,Have you ever found a fictional character weirdly hot?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1123,soft,truth,2.4,1,,What's your best dirty joke?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1124,soft,truth,2.4,1,,Do you read dirty novels?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1125,soft,truth,2.4,1,,Have you ever written a fanfic online?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1126,spicy,truth,7.0,14,,What's something that always turns you on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1127,spicy,dare,7.0,14,,Try role-playing with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1128,spicy,dare,7.0,14,,Try a dominant/submissive scenario.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1129,soft,dare,2.6,2,,Try role-playing as your favorite TV characters.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1130,spicy,dare,7.2,15,,Record yourself moaning your partner’s name.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1131,spicy,dare,7.0,14,,Try using a feather to tickle and tease your partner’s body.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1132,spicy,dare,7.0,14,,Spend the evening being handcuffed to each other.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1133,soft,dare,2.6,2,,Spend the evening pretending to be strangers in a bar.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1134,soft,dare,2.6,2,,Reenact your favorite romantic scene from a movie.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1135,soft,truth,2.4,1,,Have you tried watersports?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1136,soft,dare,2.6,2,,Shout something silly in public (your friends can decide).,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1137,spicy,dare,7.0,14,,Make up a rude song about a friend.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1138,soft,dare,2.6,2,,"Talk in a British accent for the rest of the game (or an American accent, if you're British).",1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1139,soft,dare,2.6,2,,Try to put both feet behind your head.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1140,soft,dare,2.6,2,,Swap which feet your shoes are on or tie your shoelaces together.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1141,soft,dare,2.6,2,,Swap coats with another player who's much smaller or bigger than you.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1142,soft,dare,2.6,2,,Perform your best (or worst) lip sync for the group - dancing is encouraged.,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1143,soft,dare,2.6,2,,Dump an entire glass of water on your head - the colder the better!,1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1144,soft,dare,2.6,2,,"Text someone you know the lyrics to a song, line by line, until they figure out what's going on.",1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1145,soft,dare,2.6,2,,"Open wide! With your tongue out, try and catch chocolates, strawberries, or ice cubes that that the other players throw.",1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1146,soft,dare,2.6,2,,"Until the next player takes a dare, answer every other player with ""yes sir"" or ""yes miss"".",1,True,playful,single,relative,player_choice,2,playful,dare,,any,2,99,1
ORB1147,soft,truth,2.4,1,,What’s s the silliest thing you’ve done to impress someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1148,soft,truth,2.4,1,,What part of a person do you like the most?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1149,soft,truth,2.8,2,,Have you ever had a huge crush on someone who was older than you?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1150,soft,truth,2.4,1,,What’s something you’ve done that made you blush?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1151,soft,truth,2.4,1,,What’s the wildest dream you’ve had?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1152,soft,truth,2.4,1,,What is your favorite way to be touched?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1153,soft,truth,2.8,2,,Have you ever had a crush on a friend?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1154,soft,truth,2.4,1,,Have you ever liked two people at the same time?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1155,soft,truth,2.4,1,,What’s your favorite kind of hug?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1156,soft,truth,2.8,2,,Have you ever sent a secret love note?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1157,soft,truth,2.4,1,,What’s the naughtiest thing you’ve searched online?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1158,soft,truth,2.4,1,,Do you enjoy cuddling in bed?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1159,soft,truth,2.8,2,,Have you ever faked a crush?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1160,soft,truth,2.4,1,,Have you ever told someone you liked them and they said no?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1161,soft,truth,2.4,1,,Do you prefer holding hands or making out?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1162,soft,truth,2.4,1,,What outfit makes you feel hottest?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1163,soft,truth,2.4,1,,What’s your biggest dating fear?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1164,spicy,truth,7.0,14,,Do you like surprises in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1165,soft,truth,2.4,1,,What is the wildest thing you have said to someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1166,spicy,truth,7.0,14,,Have you ever played strip games?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1167,soft,truth,2.8,2,,What’s your secret move to impress someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1168,soft,truth,2.4,1,,Would you ever date two people at once?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1169,soft,truth,2.4,1,,Do you enjoy back rubs?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1170,spicy,truth,7.0,14,,What kind of touch makes you melt?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1171,spicy,truth,7.0,14,,What word turns you on the most?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1172,spicy,truth,7.0,14,,Have you ever been in a love triangle?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1173,soft,truth,2.4,1,,Do you believe in love at first sight?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1174,spicy,truth,7.0,14,,What’s something naughty you’ve done just once?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1175,spicy,truth,7.0,14,,What’s your dream fantasy scene?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1176,spicy,truth,7.0,14,,What smell turns you on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1177,spicy,truth,7.0,14,,Have you ever worn clothes with nothing underneath?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1178,soft,truth,2.4,1,,What song makes you feel romantic?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1179,spicy,truth,7.0,14,,Have you ever fallen for someone taken?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1180,spicy,truth,7.0,14,,Have you ever touched yourself while thinking of someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1181,soft,truth,2.4,1,,What’s your favorite love movie?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1182,spicy,truth,7.0,14,,What’s something you’ve always wanted to try in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1183,spicy,truth,7.0,14,,Do you like gentle touches or rough ones?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1184,spicy,truth,7.0,14,,Have you ever played “7 minutes in heaven”?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1185,spicy,truth,7.0,14,,Have you ever tried a spicy photo shoot?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1186,soft,truth,2.4,1,,What makes you blush instantly?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1187,spicy,truth,7.0,14,,What’s your spicy secret no one knows?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1188,spicy,truth,7.0,14,,Have you ever played naughty games?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1189,spicy,truth,7.0,14,,What body part of your partner do you like the most?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1190,spicy,truth,7.0,14,,What’s your favorite thing to do when the lights are off?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1191,spicy,truth,7.0,14,,When was your 1st time in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1192,extreme,truth,9.0,20,,"Would you like to have a threesome? If yes, with whom?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1193,soft,truth,2.4,1,,What’s the silliest thing you believed as a kid?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1194,soft,truth,2.4,1,,"If your life were a comedy movie, what would the title be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1195,soft,truth,2.4,1,,Have you ever laughed so hard you snorted?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1196,soft,truth,2.4,1,,What’s the most ridiculous excuse you’ve ever given for being late?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1197,soft,truth,2.4,1,,"If you had to swap voices with someone for a day, who would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1198,soft,truth,2.4,1,,What’s a food you love that everyone else seems to hate?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1199,soft,truth,2.4,1,,"Have you ever tried talking to an animal, expecting a reply?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1200,soft,truth,2.4,1,,What’s the worst haircut you’ve ever had?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1201,soft,truth,2.4,1,,Have you ever been caught talking to yourself?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1202,soft,truth,2.4,1,,What’s the funniest autocorrect fail you’ve sent?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1203,soft,truth,2.4,1,,What’s the most embarrassing thing you’ve ever said out loud?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1204,soft,truth,2.4,1,,Have you ever fallen asleep in a public place? Where?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1205,soft,truth,2.4,1,,What’s the strangest nickname you’ve ever had?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1206,soft,truth,2.4,1,,What’s the most awkward thing you’ve ever done on a date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1207,soft,truth,2.4,1,,What’s the weirdest thing you’ve ever Googled?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1208,soft,truth,2.4,1,,What’s the most embarrassing thing you’ve done while trying to impress someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1209,soft,truth,2.4,1,,What’s the funniest thing you’ve seen a person do?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1210,soft,truth,2.4,1,,"If you had to wear the same outfit every day for a year, what would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1211,soft,truth,2.4,1,,What’s the weirdest item you’ve ever bought online?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1212,soft,truth,2.4,1,,What’s the funniest text message you’ve ever received?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1213,soft,truth,2.4,1,,What's your oftenly used swear word?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1214,soft,truth,2.4,1,,What's the most childish habit you still have?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1215,soft,truth,2.4,1,,What's the funniest joke you have ever heard?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1216,soft,truth,2.4,1,,Have you ever walked into the wrong washroom?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1217,soft,truth,2.4,1,,What's the strangest rumor you have ever heard about yourself?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1218,soft,truth,2.4,1,,"If you could only speak in rhymes for a day, how would you introduce yourself?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1219,soft,truth,2.4,1,,What’s the weirdest thing you’ve ever found on the internet?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1220,soft,truth,2.4,1,,Have you ever worn mismatched socks on purpose?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1221,soft,truth,2.4,1,,"If you had to rename yourself, what would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1222,soft,truth,2.4,1,,What’s something you’re really bad at but wish you were great at?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1223,soft,truth,2.4,1,,"If you had to survive on only one type of candy, which one would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1224,soft,truth,2.4,1,,Have you ever tried to hypnotize someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1225,soft,truth,2.8,2,,What’s a superstition you secretly believe in?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1226,soft,truth,2.4,1,,Have you ever eaten something you found on the floor?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1227,soft,truth,2.4,1,,What’s the most useless talent you have?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1228,soft,truth,2.4,1,,Have you ever thought you saw something but it was just your imagination?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1229,soft,truth,2.4,1,,What’s the oddest thing you’ve done to pass the time?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1230,soft,truth,2.4,1,,What’s the most bizarre food combination you’ve ever tried?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1231,soft,truth,2.4,1,,"If you could live in any fictional world, which one would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1232,soft,truth,2.4,1,,What’s the strangest thing you’ve ever dreamed about?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1233,soft,truth,2.4,1,,Have you ever tried to talk to a pet like they understand?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1234,soft,truth,2.4,1,,Have you ever eaten something just because you saw it on TV?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1235,soft,truth,2.4,1,,What’s the weirdest habit you have?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1236,soft,truth,2.4,1,,What’s the funniest thing you’ve done when no one was watching?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1237,soft,truth,2.4,1,,Tell the weirdest thing/dish you've ever eaten?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1238,soft,truth,2.4,1,,Have you ever re-worn dirty/smelling socks?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1239,soft,truth,2.4,1,,Have you ever ghosted a friend?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1240,soft,truth,2.4,1,,What's the most petty reason you've ended a relationship?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1241,soft,truth,2.4,1,,What was the weirdest thing you have find while snooping through someone's phone?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1242,soft,truth,2.4,1,,What's the most trouble you've ever gotten into due to some lie?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1243,soft,truth,2.4,1,,Have you ever been caught lying?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1244,soft,truth,2.4,1,,Have you ever done something risky just to impress someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1245,soft,truth,2.4,1,,What’s the most rebellious thing you did as a teenager?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1246,soft,truth,2.4,1,,Have you ever snuck out of the house?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1247,soft,truth,2.4,1,,What’s a lie you’ve told that you still feel guilty about?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1248,soft,truth,2.4,1,,Have you ever cheated on a test?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1249,soft,truth,2.4,1,,"If you had to break one rule today, what would it be?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1250,soft,truth,2.4,1,,What’s something you’ve done that you’d never admit to your parents?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1251,soft,truth,2.4,1,,Have you ever pretended not to know something just to avoid work?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1252,soft,truth,2.4,1,,Have you ever lied to get out of plans?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1253,soft,truth,2.4,1,,What’s the biggest risk you’ve ever taken?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1254,soft,truth,2.4,1,,"Have you ever stolen something small, like candy?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1255,soft,truth,2.4,1,,Have you ever skipped school or work to hang out with friends?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1256,soft,truth,2.4,1,,What’s the most embarrassing thing you’ve done to get attention?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1257,soft,truth,2.4,1,,Have you ever snuck food into a movie theater?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1258,soft,truth,2.4,1,,Have you ever sent a message by accident to the wrong person?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1259,soft,truth,2.4,1,,What’s the biggest lie you’ve ever told to get out of trouble?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1260,soft,truth,2.4,1,,Have you ever pranked someone? What did you do?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1261,soft,truth,2.4,1,,What’s something you’ve done that no one else knows about?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1262,soft,truth,2.4,1,,Have you ever broken something at someone else’s house and not told them?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1263,soft,truth,2.4,1,,What’s the most embarrassing thing you’ve said in a serious situation?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1264,soft,truth,2.4,1,,What’s the most daring thing you’ve done at night?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1265,soft,truth,2.4,1,,Have you ever sneaked out of the house at night?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1266,soft,truth,2.4,1,,What’s the best late-night adventure you’ve been on?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1267,soft,truth,2.4,1,,Have you ever stayed up all night talking to someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1268,soft,truth,2.4,1,,What’s the most romantic thing you’ve done on a late-night date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1269,soft,truth,2.8,2,,What’s the best secret you’ve ever kept at night?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1270,soft,truth,2.4,1,,Have you ever done something silly late at night?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1271,soft,truth,2.4,1,,What’s the wildest thing you’ve ever done after dark?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1272,soft,truth,2.4,1,,What’s your idea of a perfect night out?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1273,soft,truth,2.4,1,,Have you ever gotten into trouble during the night?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1274,soft,truth,2.4,1,,What's the scariest thing that has been ever happened to you?​,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
