curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
CPL0399,ORB0813,dare,Try mutual masturbation in front of each other.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0400,ORB0815,dare,Let your partner tie you up with silk scarves.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0401,ORB0816,dare,Use whipped cream on each other’s bodies.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0402,ORB0817,dare,Share an erotic story and act it out together.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0403,ORB0819,dare,Have a make-out session with your clothes on.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0404,ORB0821,dare,Try a new intimate position.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0405,ORB0822,dare,Spend an evening trying new kinks or fetishes together.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0406,ORB0826,dare,Tie each other up using soft ropes.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0407,ORB0828,dare,Use feathers to playfully tickle your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0408,ORB0830,dare,Kiss your partner all over without using your hands.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0409,ORB0831,dare,Play a game of ‘never have I ever’ with a sexual twist.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0410,ORB0833,dare,Use body paint to decorate each other’s bodies.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0411,ORB0842,dare,Use ice cubes to tease your partner’s sensitive spots.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0412,ORB0843,dare,Play with wax to create gentle heat sensations.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0413,ORB0844,dare,Use flavored lube to enhance your intimate activities.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0414,ORB0848,dare,Kiss each other passionately in front of a mirror.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0415,ORB0850,dare,Try a new position you've never done before.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0416,ORB0852,dare,Spend the evening taking naughty pictures of each other.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0417,ORB0854,dare,Use provocative language during sex.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0418,ORB0855,dare,Take a shower together and wash each other’s bodies.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0419,ORB0856,dare,Spend an evening exploring your partner’s body with your tongue.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0420,ORB0858,dare,Let your partner watch as you pleasure yourself.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0421,ORB0859,dare,Spend an evening experimenting with different kinds of kisses.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0422,ORB0861,dare,Engage in a lengthy make-out session,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0423,ORB0864,dare,Engage in a mutual make-out session without using your hands.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0424,ORB0869,dare,Engage in a passionate make-out session under the covers.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0425,ORB0875,dare,Use whipped cream to create patterns on your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0426,ORB0876,dare,Explore each other’s bodies with ice cubes.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0427,ORB0877,dare,Kiss your partner while holding ice cubes in your mouth.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0428,ORB0879,dare,Use flavored lube for a fun and intimate experience.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0429,ORB0880,dare,Let your partner paint your body with chocolate syrup.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0430,ORB0881,dare,Spend an evening experimenting with new ways to use your hands.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0431,ORB0882,dare,Let your partner introduce you to their favorite kink.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0432,ORB0883,dare,Use your mouth to explore your partner’s body.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0433,ORB1843,truth,Do you enjoy sharing fantasies with your partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0434,ORB1888,truth,Do you enjoy trying new ways to pleasure your partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0435,ORB1943,dare,Let your partner tie you up.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0436,ORB2098,truth,"What's more important - getting off, or getting your partner off?",9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
CPL0437,ORB0846,dare,Spend the evening kissing passionately without having sex.,9.6,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
CPL0438,ORB0863,dare,Let your partner lick or kiss whipped cream off your body.,9.6,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
