curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
GRP0806,ORB1320,truth,Have you ever had a crush on your teacher or some authority figure?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0807,ORB1326,truth,What’s the most embarrassing thing you’ve said to a crush?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0808,ORB1327,truth,What’s the most awkward date you’ve ever been on?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0809,ORB1553,dare,"Wink at someone and say, “You’re hot.”",5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0810,ORB1586,dare,Record a 10-second voice message saying something seductive and send it to the 11th person in your contacts.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0811,ORB1608,dare,Dance seductively for 1 minute.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0812,ORB1618,dare,Show a seductive pose to the group.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0813,ORB1625,dare,Take a seductive picture and send it to someone you trust.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0814,ORB1696,truth,Who in this room do you think is the best kisser?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0815,ORB1700,truth,Have you ever had a crush on someone in this room?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0816,ORB1731,truth,Have you ever had a forbidden crush?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0817,ORB1756,truth,What’s a turn-on you haven’t shared with anyone?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0818,ORB1763,truth,Have you ever had an inappropriate crush on a friend’s partner?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0819,ORB1814,truth,Do you enjoy being complimented on your sensuality?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0820,ORB1817,truth,Have you ever been attracted to your friend’s parent?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0821,ORB1846,truth,What's the most intimate compliment you've received?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0822,ORB1884,truth,Have you ever been attracted to a forbidden love interest?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0823,ORB1947,dare,Dance seductively,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0824,ORB0413,dare,Pretend you’re writing in a flirty diary.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0825,ORB0415,dare,pretend you just met the player of your choice. Pull out all your best flirting tricks until you at least get a kiss.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0826,ORB0423,dare,Pick a song you’d put on to set a flirty mood and play it for everyone.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0827,ORB0431,dare,Do a dramatic reenactment of your first kiss.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0828,ORB0434,dare,Do a flirtatious dance for 30 seconds.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0829,ORB0435,dare,Send a flirty text to the last person you texted.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0830,ORB0443,dare,Pretend you’re on a date  with the person on your right and act as flirty as possible.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0831,ORB1708,dare,Flirt badly with another player for one round.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0832,ORB2120,dare,Either sit on another willing player's lap (or with them on your lap) until the next players takes a dare.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0833,ORB0226,truth,Have you ever been surprised by a crush kissing you?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0834,ORB1730,truth,What type of lingerie do you find most attractive?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0835,ORB1839,truth,What's the most you've done sexually on a first date?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0836,ORB1881,truth,Do you enjoy being complimented on your sexual creativity?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0837,ORB1886,truth,What's the sexiest compliment you've received?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0838,ORB1910,truth,Do you go weak at the knees for a sexy voice?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0839,ORB1915,truth,What outfit do you wear when you want to feel sexy?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0840,ORB2094,truth,Do you have sex on the first date?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0841,ORB2141,truth,Have you ever worn something just to look sexy?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0842,ORB2142,truth,What kind of hugs make you feel sexy?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0843,ORB2150,truth,Have you taken a sexy selfie?,5.5,flirty,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0844,ORB2165,dare,Send a sweet and flirty text to your crush.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0845,ORB0421,dare,Give the person to your left a lap dance.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0846,ORB0677,dare,Give the person on your left a lap dance to their favorite song.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0847,ORB0967,dare,Show everyone your best sexy selfie poses.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0848,ORB1709,truth,Do your best sexy crawl.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0849,ORB2116,dare,Give another volunteer player a lap dance.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0850,ORB2153,dare,"Do a short, sexy dance.",5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0851,ORB2154,dare,Try to act sexy for 10 seconds.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0852,ORB2164,dare,Change your lock screen to a sexy photo of yourself for the next 12 hours.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0853,ORB2166,dare,Do a sexy crawl.,5.5,flirty,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0854,ORB0519,truth,Have you ever been attracted to a friend's parent?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0855,ORB0571,truth,Have you ever taken a sexy photo for someone special?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0856,ORB0573,truth,Have you ever had a crush on your friend’s significant other?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0857,ORB0579,truth,Do you enjoy using sex apps or dating apps?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0858,ORB0594,truth,Have you ever been attracted to your friend’s spouse?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0859,ORB0601,truth,Do you enjoy being complimented on your sexual skills?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0860,ORB0605,truth,Do you enjoy being complimented on your appearance during sex?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0861,ORB0620,truth,What's something totally normal that someone could do that would be really sexy?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0862,ORB0634,truth,"What's a smell you find sexy, even if it shouldn't be?",5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0863,ORB0785,dare,Have a sexy photo shoot.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0864,ORB0804,dare,Send a flirty picture text to the person on the rioght,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0865,ORB0810,dare,Perform a sexy strip dance using a chair.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0866,ORB0894,truth,Have you ever done sexy roleplay with a partner? What roles did you play?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0867,ORB0966,dare,Tell a sexy story about a time that someone really got you off.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0868,ORB1895,truth,Have you ever been attracted to someone you shouldn’t be with?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0869,ORB0622,truth,"Has anyone ever given you a secret, sexy pet name?",5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0870,ORB0541,truth,Have you ever been sexually attracted to a voice?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0871,ORB0560,truth,Have you ever been sexually attracted to someone in authority?,5.5,flirty,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP0872,ORB0656,dare,Go to the room and dress sexy,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0873,ORB0752,dare,Dress in sexy lingerie and stockings,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0874,ORB0970,dare,Whisper something sexy in someone’s ear.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0875,ORB0971,dare,Pretend your finger is your crush and kiss it.,5.5,flirty,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP0876,ORB0153,dare,Take off your socks with your teeth.,6.0,suggestive,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0877,ORB0156,dare,Give yourself a finger mustache.,6.0,suggestive,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0878,ORB1078,truth,What is your opinion on role-playing?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0879,ORB1096,truth,What's the most intimate moment you've shared with a partner?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0880,ORB1169,truth,Do you enjoy back rubs?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0881,ORB1284,truth,Have you ever been in love with someone who didn’t love you back?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0882,ORB1301,truth,What’s the most intimate conversation you’ve had with someone?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0883,ORB1352,truth,Walk backward for the next three minutes.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0884,ORB1362,truth,sniff a random object and describe its 'scent profile.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0885,ORB1366,truth,Pick a random item in the room and make up a commercial for it.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0886,ORB1367,truth,Try to juggle three random objects.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0887,ORB1370,truth,Count backward from 20 while hopping on one foot.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0888,ORB1393,truth,Give someone in the room a piggyback ride.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0889,ORB1536,truth,"If you had to get back together with an ex, who would it be?",6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0890,ORB1074,dare,Read aloud the most intimate text you’ve sent recently.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0891,ORB1634,dare,Text a duckface selfie to a random number.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0892,ORB1660,dare,"Call a random contact and tell them you have to end it, but reassure them ""It's not you, it's me.""",6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0893,ORB1662,dare,Make a peanut butter and jelly sandwich while blindfolded.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0894,ORB1666,dare,Recite the alphabet backward.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0895,ORB1675,dare,Read the most intimate text you've written in the past month out loud.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0896,ORB1681,dare,Walk around the block backward.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0897,ORB1717,truth,Do you prefer to be dominant or submissive?,6.5,intimate,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0898,ORB0094,truth,Which of your exes would you consider getting back together with?,6.5,intimate,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0899,ORB0229,truth,Have you ever role-played in public?,6.5,intimate,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0900,ORB1410,truth,Did you ever badmouth your boss behind their back?,6.5,intimate,explore,single,none,none,0,cognitive,truth,any,2,99,1
GRP0901,ORB0119,dare,Keep your hands still behind your back.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0902,ORB0133,dare,Put your clothing on backwards for the rest of the evening.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0903,ORB0372,dare,"With your hands behind your back (or perhaps tied up), eat a messy treat.",6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0904,ORB1614,dare,Give someone a back rub for 1 minute.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0905,ORB0393,truth,Have you ever whispered to someone and then felt awkward afterward?,6.5,intimate,explore,single,none,none,0,cognitive,truth,any,2,99,2
GRP0906,ORB0404,truth,Whisper something funny to the person next to you.,6.5,intimate,explore,single,none,none,0,cognitive,truth,any,2,99,2
GRP0907,ORB0427,dare,Send 'I have a confession' to a random contact in your phone.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0908,ORB0452,dare,Whisper everything for the rest of the game.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0909,ORB0185,dare,Give a foot massage to the person on your left.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0910,ORB1152,truth,What is your favorite way to be touched?,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0911,ORB1357,truth,Try to touch your toes while jumping for one minute.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0912,ORB1372,truth,Try to touch your nose with your tongue for 30 seconds.,6.5,intimate,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0913,ORB1555,dare,Touch someone’s hair gently.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0914,ORB1562,dare,Close your eyes and guess who touched your hand.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0915,ORB1645,dare,Put on a blindfold and guess each player's identity by touching their face.,6.5,intimate,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0916,ORB1676,dare,Let the person across from you touch up all your makeup while blindfolded.,6.5,intimate,explore,single,relative,player_choice,2,playful,dare,any,2,99,2
GRP0917,ORB1826,truth,What's your favorite place to be touched?,6.5,intimate,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0918,ORB0186,truth,Have you ever had a one-night stand?,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0919,ORB0187,truth,How old were you when you lost your virginity?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0920,ORB0189,truth,Have you ever been caught in the act?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0921,ORB0198,truth,Have you ever been turned on by someone unexpected?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0922,ORB0205,truth,What’s the wildest thing you’ve done while drunk?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0923,ORB0209,truth,Have you ever peeked at someone while they were changing?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0924,ORB0211,truth,Do you like giving or receiving hickeys?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0925,ORB0214,truth,Have you ever been turned on by an inappropriate person?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0926,ORB0215,truth,What’s the naughtiest thing you’ve done while your parents were home?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0927,ORB0216,truth,Have you ever worn something revealing to turn someone on?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0928,ORB0217,truth,What’s the wildest thing you’ve done under the influence?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0929,ORB0220,truth,What’s the most daring thing you’ve done to impress someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0930,ORB0227,truth,What’s the wildest way someone has seduced you?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0931,ORB0230,truth,What’s the naughtiest thing you’ve done on a dare?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0932,ORB0245,truth,Have you ever been aroused by a costume or uniform?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0933,ORB0249,truth,What's the most daring thing you've done to attract someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0934,ORB0253,truth,Have you ever been aroused by someone's accent?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0935,ORB0255,truth,What's the most daring thing you've done while drunk?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0936,ORB0260,truth,Have you ever been turned on by someone much younger or older?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0937,ORB0263,truth,Have you ever been turned on by someone’s personality?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0938,ORB0266,truth,Have you ever been turned on by a dangerous situation?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0939,ORB0267,truth,What's the wildest thing you've done on a dare?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0940,ORB0270,truth,What's the most daring thing you've done while home alone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0941,ORB0272,truth,What's the most daring costume you've worn for someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0942,ORB0276,truth,What's the most daring thing you've sent in a text?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0943,ORB0279,truth,What's the most daring thing someone has done to attract you?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0944,ORB0280,truth,Have you ever been turned on by someone's intelligence?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0945,ORB0281,truth,What's the most daring thing you've done in a public place?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0946,ORB0290,truth,What's the most daring thing you've done to turn someone on?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0947,ORB0291,truth,Have you ever been turned on by someone’s style?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0948,ORB0292,truth,Have you ever been aroused by an artistic expression of emotion?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0949,ORB0293,truth,What's the most daring thing you've done with someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0950,ORB0307,truth,What's the most daring you've ever been when trying to hook up with someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0951,ORB0310,truth,Have you ever fantasized about someone you know you shouldn't?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0952,ORB0325,truth,Which of your exes would you still hook up with?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0953,ORB0414,dare,Describe your dirtiest fantasy.,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0954,ORB1175,truth,What’s your dream fantasy scene?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0955,ORB1307,truth,What's your wildest fantasy?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0956,ORB1695,truth,What is a secret fantasy you have never told anyone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0957,ORB1732,truth,What’s the dirtiest thing you’ve fantasized about doing?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0958,ORB1745,truth,What’s the most inappropriate place you've been turned on?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0959,ORB1755,truth,Have you ever been aroused by a fictional character?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0960,ORB1772,truth,Have you ever fantasized about a friend’s partner?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0961,ORB1780,truth,Have you ever fantasized about a stranger?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0962,ORB1790,truth,Have you ever worn something just to turn someone on?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0963,ORB1791,truth,Do you enjoy being seduced?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0964,ORB1797,truth,Have you ever fantasized about someone you can’t have?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0965,ORB1799,truth,What’s the naughtiest gift you’ve ever given or received?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0966,ORB1801,truth,What’s the riskiest place you’ve been aroused?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0967,ORB1808,truth,Have you ever kept your underwear as a memento?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0968,ORB1815,truth,Have you ever been seduced in an unusual place?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0969,ORB1823,truth,Have you ever seduced someone or been seduced in a place of worship?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0970,ORB1824,truth,Have you ever been aroused by a strange smell or sound?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0971,ORB1830,truth,What's the most daring location you've made out in?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0972,ORB1832,truth,Have you ever been aroused by reading a book?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0973,ORB1834,truth,What's the most arousing movie scene you've watched?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0974,ORB1842,truth,Have you ever fantasized about a celebrity?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0975,ORB1844,truth,What's the most daring place you've gone without underwear?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0976,ORB1845,truth,Have you ever been aroused by someone’s dance moves?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0977,ORB1850,truth,What's the most daring outfit you've worn in public?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0978,ORB1853,truth,Have you ever fantasized about someone you shouldn't have?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0979,ORB1854,truth,What's the most daring place you've touched someone intimately?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0980,ORB1860,truth,Have you ever been turned on by a forbidden encounter?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0981,ORB1862,truth,What's the most daring place you've been intimate?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0982,ORB1863,truth,Have you ever fantasized about an authority figure?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0983,ORB1865,truth,Have you ever been aroused by someone's scent alone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0984,ORB1867,truth,What's the most unexpected place you've been turned on?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0985,ORB1873,truth,Have you ever fantasized about a stranger you saw briefly?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0986,ORB1874,truth,Have you ever been turned on by a conversation?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0987,ORB1876,truth,Have you ever been turned on by someone's talent or skill?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0988,ORB1878,truth,Have you ever fantasized about a forbidden kiss?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0989,ORB1880,truth,Have you ever been aroused by an artistic expression?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0990,ORB1889,truth,Have you ever been turned on by an intense situation?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0991,ORB1893,truth,Have you ever been aroused by someone's voice alone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0992,ORB1900,truth,Have you ever been turned on by a forbidden attraction?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0993,ORB1902,truth,Have you ever been aroused by someone's touch alone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0994,ORB1905,truth,Have you ever fantasized about someone in a position of power?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0995,ORB1907,truth,Have you ever been turned on by a physical attribute you wouldn’t normally like?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0996,ORB1932,truth,Have you ever seduced someone?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0997,ORB1937,dare,Wear a revealing outfit under your clothes.,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0998,ORB0420,dare,Call your ex and tell them you wanna make out with them,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP0999,ORB0449,dare,Make out with your reflection in a mirror.,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1000,ORB0450,dare,Wear your underwear on your head.,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1001,ORB2138,dare,Let the other players pick someone for you to make out with.,6.5,suggestive,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1002,ORB0518,truth,What’s the most you've spent on lingerie or sex toys?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1003,ORB1759,truth,Have you ever sexted while at work?,6.5,suggestive,spicy,single,none,none,0,cognitive,truth,any,2,99,3
